Name,Date,Rate,Comment
Becky Ellender,05/02/2019,5,we love amazon! who doesn't? my favorite thing is subscribe and save and the buttons! you get what you need when you need it!
Nick's rc garage,11/02/2019,2,was ok when I could find the things I need but when I go to type it in nothing shows at all pretty sad if u ask me an very disappointed for example went to type in rc garage accessories before there was thousands now theres barely any thing...
Carl Jefferson Jones - Horsley,13/02/2019,1,"app is a disaster.. i shop in 3 country with Amazon, app only allow one. happy to delete."
Vanessa Driskill,10/02/2019,5,like amazon alot just sometimes slow on deliveries but i love shopping and looking for anything and everything you can imagine.
loretta ramsey,13/02/2019,2,i like the plain Amazon and NOT THE AMAZON PRIME. I DID NOT KNOW THAT I WAS GETTING CHARGED FOR using YOUR AMAZON TO ORDER WITH YOU NOT FAIR I CANCELLED THAT BEFORE
Alan Beattie,17/02/2019,2,"Bit mixed on how to rate this. Been using this app on Android 6 device no issues, but after installing on my new Android 8.1 device (purchased through Amazon) fails to work, frequently hangs, unresponsive, and that's just trying to log in."
Anna Vasquez,31/01/2019,4,so far my experience has been great I have had my package arrive a day late besides that my packages always come on time and I will continue to order from them.
Robert Martin,31/01/2019,3,"What's gone wrong with the app, seems to default to U.S. for me and doesn't show my purchases, started after last update."
A Google user,07/02/2019,2,"The best way that Amazon works I's if you have the prime, if you do not have prime they are slow, they wait until the last moment to shipping ordered."
Alexandra Hill,14/02/2019,1,It was advised to me on thier site that if I downloaded it I'd receive 5 dollars. Now I can't find that money anywhere. The browser version works faster on my phone anyway. Will delete.
Riasat Ahsan,05/02/2019,1,I have uninstalled your app due to incessant pestering by your ads on YouTube.
Elias Raies,12/02/2019,5,"I love Amazon, the app is stable and very easy to use. Amazon customer service is by far the best cusotmer service ever. I will always buy from amazon before buying from any other website"
Gem O,16/02/2019,3,"I have noticed while using the app over the past few weeks it's become really unbearable especially when it comes down to tracking to see whether or not your package has been delivered. Recently when I check it says on the order list that its on its way but when I click on it it says its been delivered, which is it. Also many times I have been unable to follow the map as it always states that the driver is miles away when he isn't"
Rebecca Valderrama,20/02/2019,1,Customer service has really gone downhill and their guaranteed delivery dates mean nothing.
Matt Barn,10/02/2019,1,"incredibly slow and laggy UI, freezes or gets stuck on infinite loading screens constantly"
Shi,23/02/2019,3,the app never works right. and the customer service always says they fixes your problem and never does. then trick you into giving them good reviews. when the problem is still not solved.
c. victoria,26/02/2019,1,"straight up doesn't work on my pixel 2. nothing loads whatsoever, and on the very rare occasion that something does load the app immediately crashes. it's been like this for months now."
jm tigerfan,01/03/2019,1,"Your damn app won't let me log into my account. I have to go to the mobile site to purchase anything. You're a multi billion dollar company, fix your goddamn app! Whoever is in charge of this app needs their ass fired."
Benny BB,31/01/2019,1,the new update keeps freezing & crashing shutting dowm my cell phone when using app.
Ronnie Mohammed,02/02/2019,4,the experience here is really good. didn't give a fifth star because I think you should be able to initiate chat with customer service via the app
DK,03/02/2019,2,"I do alot of business with you people, I have a Samsung Note 9 and your app is very slow and just plain sucks at times. Fix it ASAP."
Shad Redboy Sanders,06/02/2019,3,"Love the app, I used to not really like Amazon because I was so stuck on ebay but Amazon is definitely one of my favorite apps now, but this would be way better if your No Rush Reward balance can be applied to your total at check out because I don't use Prime Now for anything so I would be super excited and happy if I could use the No Rush Balance how I want to use it, I feel if you waited 6 days for No Rush then you should be able to use your rewards however you want, I'll give 5 stars if fixed"
AnhHien Nguyen,17/02/2019,1,app has been crashing last couple days and required to reboot the photo.
Samm Figgy,03/02/2019,5,Wonderful application I love the layout and how the customer service is great with prime as well as the fast 2 day shipping I am truly satisfied and I think Amazon is going to the top
David Henderson,11/02/2019,3,"With one of the recent updates, the app now shows ads (not stuff like ""what other customers purchased"", but actual, real ads.) Come on, guys! I'm already spending money on this app! Why did you need to throw in ads too?"
Cynthia Rios,13/02/2019,5,"I'm 100% satisfied with Amazon. Even when they go wrong, they are awesome at fixing the problem asap."
Torrey Williams,03/02/2019,1,This new update is extremely slow and sometimes unusable.
Shane Saccheus,20/02/2019,4,"Very good app to have; can find most of anything to look for, however there are still alot of things that I cannot order because certain orders cannot be sent for certain reasons. I just dont see why I can't have this ordered just like all the other orders."
